left_company,department,job_level,salary,weekly_hours,business_travel,yrs_at_company,yrs_since_promotion,previous_companies,job_satisfaction,performance_rating,marital_status,miles_from_home
Yes,Sales,Manager,56677.690441258215,62,Rarely,10,6,4,Low,Minimally Effective,Married,1
No,Marketing,Senior Manager,91533.22286662133,47,Frequently,6,1,2,High,Meets Expectations,Married,10
No,Product Development,Director,119427.20943317404,50,Rarely,3,1,1,Low,Meets Expectations,Single,1
No,Marketing,Senior Manager,95325.28440781742,50,Rarely,4,1,3,Medium,Exceptional,Married,29
Yes,Sales,Director,128490.4689378177,62,Rarely,1,0,6,Low,Minimally Effective,Divorced,2
Yes,IT and Analytics,Manager,73362.08955223233,60,Rarely,33,1,5,Very High,Not Effective,Married,2
Yes,Product Development,Senior Manager,89844.61073321303,55,Rarely,5,1,5,Medium,Not Effective,Married,2
No,Sales,Manager,71145.01298618776,44,None,6,1,3,Low,Exceptional,Married,1
No,Finance and Operations,Director,114984.08618707662,50,Rarely,8,7,2,Low,Meets Expectations,Married,15
No,IT and Analytics,Manager,69311.42776008435,48,Rarely,1,0,3,Very High,Exceptional,Single,7
No,Marketing,Associate,39240.037768278584,51,Rarely,36,2,3,Very High,Exceeds Expectations,Married,26
No,IT and Analytics,Vice President,187473.54180748865,49,Rarely,2,2,1,Very High,Exceeds Expectations,Married,1
No,IT and Analytics,Manager,69755.27637964541,47,Rarely,1,0,3,Very High,Exceptional,Married,3
No,Sales,Senior Manager,98598.15739753634,45,Rarely,9,7,7,Medium,Exceptional,Married,14
No,Research,Director,123233.15265794525,48,Rarely,3,1,3,Medium,Exceptional,Single,16
No,IT and Analytics,Associate,39617.296694236866,46,Rarely,1,0,3,High,Meets Expectations,Single,1
No,IT and Analytics,Manager,68610.36812314062,51,Rarely,10,1,3,Low,Exceptional,Single,3
No,Sales,Associate,40284.34601573162,53,Rarely,5,0,3,High,Exceeds Expectations,Single,10
No,IT and Analytics,Director,121854.37565193416,45,Rarely,7,7,2,High,Exceptional,Married,6
No,IT and Analytics,Senior Manager,105034.88310468313,44,Frequently,6,1,2,Very High,Exceptional,Divorced,2
No,Research,Director,118198.11757508808,42,Rarely,1,0,4,High,Meets Expectations,Married,9
No,IT and Analytics,Senior Manager,90109.27425961585,49,Rarely,2,2,1,High,Meets Expectations,Married,10
No,Sales,Associate,34217.75723242466,52,Frequently,3,0,3,Low,Exceptional,Married,6
No,IT and Analytics,Senior Manager,83418.88510877865,49,Rarely,1,0,3,Very High,Exceeds Expectations,Single,9
No,Research,Director,128514.71465046096,50,Rarely,10,6,3,High,Exceptional,Married,28
No,Research,Senior Manager,79724.83093907501,51,Frequently,8,7,5,High,Exceptional,Married,10
No,IT and Analytics,Director,122391.60269965991,56,Rarely,5,1,2,Low,Meets Expectations,Married,14
No,IT and Analytics,Associate,40833.56327208718,47,Rarely,6,0,7,Medium,Exceeds Expectations,Divorced,27
No,Product Development,Manager,67006.75834853674,48,Rarely,1,0,2,Very High,Meets Expectations,Married,7
No,Marketing,Manager,72422.90402961553,48,Rarely,26,0,3,Low,Meets Expectations,Single,1
Yes,Sales,Senior Manager,98366.90162387538,57,Rarely,1,0,3,Medium,Meets Expectations,Married,24
No,Research,Director,111409.13884090094,49,None,4,1,1,High,Exceptional,Married,26
No,IT and Analytics,Senior Manager,85407.93919713396,45,Frequently,30,12,2,High,Exceeds Expectations,Married,20
No,IT and Analytics,Associate,41894.9711074459,48,Rarely,3,0,3,Very High,Exceptional,Married,5
No,Product Development,Director,123273.13062980169,51,Rarely,22,1,7,Very High,Meets Expectations,Divorced,7
No,Finance and Operations,Senior Manager,89186.36587444489,45,Rarely,6,1,3,Medium,Exceptional,Married,7
No,Research,Vice President,198930.30142386197,48,Rarely,10,1,3,Low,Meets Expectations,Single,5
No,IT and Analytics,Senior Manager,91745.9720038581,45,None,10,4,3,Low,Exceptional,Married,26
No,Marketing,Vice President,180127.12711498849,50,Frequently,5,0,3,Low,Meets Expectations,Single,2
No,Marketing,Director,119512.61507734474,51,Rarely,3,1,3,High,Exceeds Expectations,Married,12
No,IT and Analytics,Director,113697.74350990585,51,Frequently,9,7,3,Very High,Meets Expectations,Divorced,10
No,Research,Vice President,201305.51218284457,44,Rarely,9,1,3,Low,Exceptional,Married,25
No,Marketing,Senior Manager,84710.67715232403,44,Rarely,7,7,3,Low,Meets Expectations,Married,10
No,IT and Analytics,Director,115737.05881935594,50,Rarely,7,0,3,Low,Meets Expectations,Divorced,19
No,IT and Analytics,Senior Manager,90858.68977560746,46,Rarely,16,1,6,Low,Meets Expectations,Married,18
No,Marketing,Director,123790.05780775487,45,Rarely,5,0,2,Low,Exceptional,Divorced,27
No,Research,Director,111650.78439908852,43,Rarely,2,2,3,Very High,Exceptional,Single,5
Yes,Finance and Operations,Associate,42243.819258219075,57,Frequently,0,0,5,Very High,Minimally Effective,Single,3
No,Sales,Director,131303.64940231483,49,Rarely,5,1,3,High,Exceptional,Married,26
No,IT and Analytics,Senior Manager,93849.17140579724,49,Rarely,10,0,2,High,Exceptional,Divorced,3
No,Sales,Director,124398.12805253125,47,Rarely,18,14,2,High,Exceeds Expectations,Married,15
No,IT and Analytics,Manager,64323.82558223033,49,None,14,2,2,High,Minimally Effective,Married,8
No,IT and Analytics,Vice President,160605.07109722347,42,Rarely,4,0,2,High,Meets Expectations,Married,19
No,IT and Analytics,Director,118510.73427439052,47,Frequently,9,3,4,High,Exceptional,Single,4
No,IT and Analytics,Director,125869.452637652,47,Rarely,10,3,3,Very High,Meets Expectations,Divorced,2
No,Sales,Senior Manager,93598.63722085583,48,Rarely,5,0,3,High,Meets Expectations,Married,2
Yes,IT and Analytics,Manager,75857.36877382151,54,Rarely,13,6,2,Low,Meets Expectations,Married,10
No,Research,Senior Manager,91283.03163266931,43,Rarely,8,7,3,Medium,Meets Expectations,Married,10
No,Marketing,Manager,69897.79408700179,51,Rarely,4,3,3,Very High,Exceeds Expectations,Single,16
No,Marketing,Senior Manager,82634.05097828366,47,Frequently,10,0,3,Very High,Meets Expectations,Married,1
No,IT and Analytics,Senior Manager,73641.56386848906,53,Frequently,2,2,7,Very High,Meets Expectations,Married,4
Yes,Sales,Vice President,178503.80256645483,58,Rarely,2,2,5,Very High,Exceeds Expectations,Divorced,15
No,Product Development,Senior Manager,78755.41160431174,51,Frequently,6,1,3,Very High,Minimally Effective,Single,2
No,Product Development,Senior Manager,86464.18099124885,52,Rarely,3,0,1,High,Minimally Effective,Married,8
No,Marketing,Director,126978.10366496637,43,Frequently,4,1,4,Very High,Meets Expectations,Single,2
Yes,Finance and Operations,Manager,70106.3405967261,58,Rarely,4,0,5,Low,Exceeds Expectations,Single,7
No,IT and Analytics,Senior Manager,99089.34735591017,49,Rarely,5,1,2,High,Exceptional,Single,10
No,Research,Senior Manager,87338.9382016946,48,Rarely,3,0,5,Low,Meets Expectations,Married,5
No,Sales,Vice President,176370.64771527867,49,Frequently,7,0,1,High,Exceeds Expectations,Divorced,2
No,IT and Analytics,Director,107177.84240583282,48,Rarely,5,1,2,Medium,Exceptional,Married,12
No,IT and Analytics,Senior Manager,90616.86714159728,50,Rarely,4,1,2,Medium,Exceptional,Married,22
No,IT and Analytics,Director,114364.21358158441,50,Rarely,14,1,2,Low,Exceeds Expectations,Divorced,17
No,Marketing,Senior Manager,87570.4330302674,54,Rarely,2,2,3,High,Exceeds Expectations,Single,2
No,Research,Senior Manager,95217.60694946155,50,Rarely,11,7,3,Medium,Exceeds Expectations,Divorced,3
No,Research,Senior Manager,92949.68695120057,55,Rarely,4,1,3,Medium,Meets Expectations,Single,7
No,IT and Analytics,Manager,80085.02205786617,55,Rarely,15,2,3,High,Exceeds Expectations,Married,6
No,Marketing,Manager,76057.2402540792,46,None,3,1,3,High,Meets Expectations,Married,1
No,Product Development,Manager,74982.21197360162,44,Rarely,5,0,6,Low,Exceptional,Divorced,3
No,Marketing,Director,118838.18329862694,51,Rarely,10,4,3,High,Meets Expectations,Married,22
No,Sales,Senior Manager,81919.24098556131,51,Rarely,14,6,5,High,Exceeds Expectations,Married,15
Yes,Product Development,Associate,38837.14416129178,58,Frequently,11,6,4,Very High,Not Effective,Single,12
No,IT and Analytics,Associate,49069.781326371405,52,Frequently,13,2,2,Very High,Meets Expectations,Married,1
No,Sales,Senior Manager,92540.05739893598,47,Rarely,10,0,2,Medium,Exceeds Expectations,Divorced,5
No,Sales,Senior Manager,89893.64561133552,46,Rarely,6,0,3,Very High,Exceeds Expectations,Divorced,2
No,Research,Manager,67922.0770441999,54,Rarely,9,1,3,Medium,Exceptional,Divorced,2
No,IT and Analytics,Associate,29848.556570650304,50,Rarely,10,0,2,Very High,Exceptional,Married,5
No,IT and Analytics,Manager,60882.575442514986,51,Rarely,2,2,4,Low,Exceeds Expectations,Divorced,16
No,Product Development,Senior Manager,86920.92565054673,55,Frequently,4,3,6,Medium,Meets Expectations,Single,2
No,IT and Analytics,Director,124283.48769134305,52,Rarely,3,1,7,Medium,Meets Expectations,Divorced,2
No,Research,Director,117643.32614511157,55,Rarely,8,0,3,High,Exceptional,Single,1
No,Product Development,Manager,68060.23481207676,48,Rarely,2,0,3,High,Exceptional,Single,23
No,IT and Analytics,Director,117400.41946506841,50,Rarely,2,0,1,Low,Exceeds Expectations,Single,9
No,Marketing,Senior Manager,91499.57285706668,46,None,6,1,4,Very High,Exceptional,Divorced,16
No,IT and Analytics,Vice President,182893.81434071515,49,Rarely,3,0,2,High,Meets Expectations,Married,26
No,Marketing,Senior Manager,87204.70635068552,46,Rarely,2,2,2,Very High,Exceeds Expectations,Divorced,1
Yes,Sales,Senior Manager,95474.97388707039,55,Rarely,5,1,1,High,Meets Expectations,Single,8
No,Research,Director,111593.41981014071,46,Rarely,0,0,3,High,Exceeds Expectations,Married,4
No,Research,Manager,62879.509720428614,48,Rarely,4,1,2,Very High,Exceeds Expectations,Married,24
Yes,Sales,Manager,75980.10310536926,60,Frequently,9,7,4,High,Meets Expectations,Married,7
Yes,Sales,Manager,71004.40337360027,55,Rarely,1,0,4,Medium,Meets Expectations,Single,2
No,Research,Vice President,188987.71702771436,50,None,7,5,3,Very High,Exceptional,Single,7
No,Sales,Associate,37234.54611750749,50,Rarely,4,1,2,Medium,Exceptional,Divorced,22
No,Marketing,Senior Manager,85899.2885104432,48,Rarely,15,4,7,Very High,Meets Expectations,Married,5
No,Research,Manager,83955.4190344496,52,Rarely,1,0,2,Very High,Exceeds Expectations,Divorced,1
No,Product Development,Director,114457.65403613166,46,Rarely,14,2,1,Medium,Exceptional,Married,21
No,Marketing,Senior Manager,95567.72289526832,52,Frequently,6,1,4,Very High,Meets Expectations,Divorced,1
No,IT and Analytics,Director,124420.71613090171,52,Rarely,10,8,6,Very High,Exceptional,Married,19
Yes,Marketing,Vice President,206581.50961716712,62,Rarely,3,0,5,Very High,Meets Expectations,Divorced,7
No,IT and Analytics,Vice President,168338.06281780804,48,Rarely,8,6,6,Very High,Meets Expectations,Married,2
No,Marketing,Senior Manager,91601.45721077592,49,Frequently,5,1,3,Very High,Exceeds Expectations,Single,2
No,Marketing,Senior Manager,81985.09426888553,45,Rarely,10,8,5,Very High,Meets Expectations,Married,2
No,Marketing,Vice President,179902.30118844693,51,Rarely,5,0,3,High,Meets Expectations,Married,9
No,Research,Senior Manager,87430.92049910758,49,Rarely,10,8,2,High,Exceeds Expectations,Single,6
No,Research,Senior Manager,98344.82299893626,48,Rarely,5,1,3,High,Exceptional,Married,9
No,IT and Analytics,Senior Manager,87806.7154631835,51,Rarely,13,6,2,Very High,Exceeds Expectations,Single,2
No,Sales,Senior Manager,75316.14693238892,46,None,23,14,2,High,Meets Expectations,Married,1
Yes,Sales,Associate,37359.403280344064,65,Rarely,1,0,4,High,Meets Expectations,Married,22
Yes,Sales,Associate,40843.851816583294,62,Frequently,23,14,6,High,Meets Expectations,Married,9
No,Research,Senior Manager,87297.19084205679,46,Rarely,3,0,2,High,Meets Expectations,Married,17
No,Research,Associate,33319.223607065076,52,Rarely,21,8,3,Medium,Exceeds Expectations,Single,28
No,Product Development,Senior Manager,81120.3217545189,47,Frequently,5,1,3,High,Meets Expectations,Married,10
No,Research,Senior Manager,91785.98462833748,50,Rarely,5,0,2,High,Meets Expectations,Married,2
No,IT and Analytics,Senior Manager,95081.33033357357,45,None,3,1,3,Medium,Exceeds Expectations,Married,4
No,IT and Analytics,Associate,34414.91785247572,51,Rarely,1,0,3,Low,Exceeds Expectations,Married,8
No,Product Development,Senior Manager,90006.39198749792,46,Rarely,6,1,4,Low,Meets Expectations,Divorced,29
No,Product Development,Director,113377.62014619976,46,Rarely,10,0,1,Medium,Exceptional,Single,13
No,Research,Director,120493.88878203185,49,Rarely,7,0,2,High,Exceptional,Married,27
No,IT and Analytics,Director,122166.15297772827,48,Rarely,10,0,7,Very High,Exceptional,Married,16
No,Sales,Senior Manager,82441.87502272248,42,None,1,0,5,Medium,Exceeds Expectations,Married,2
No,Product Development,Director,128552.00530313309,49,Rarely,10,0,3,Very High,Exceeds Expectations,Divorced,2
Yes,Marketing,Associate,32394.51981430267,59,Rarely,2,2,4,Low,Minimally Effective,Divorced,13
Yes,Sales,Associate,32072.97141256696,65,Rarely,0,0,5,Medium,Exceptional,Single,1
No,Marketing,Senior Manager,93773.95911239643,48,Rarely,3,1,1,Medium,Meets Expectations,Single,4
No,Marketing,Senior Manager,89951.59062890807,44,Frequently,5,1,3,Very High,Meets Expectations,Single,24
No,Sales,Director,115909.39707677413,47,None,9,5,3,Very High,Exceptional,Married,1
No,Finance and Operations,Senior Manager,76133.96794133523,50,Rarely,4,0,3,High,Meets Expectations,Married,19
No,Product Development,Director,121097.14271354898,51,Rarely,21,12,3,Medium,Exceeds Expectations,Single,7
No,Sales,Director,120073.1288918304,46,Rarely,5,0,1,High,Exceeds Expectations,Married,4
No,Research,Manager,70847.95526342439,48,Frequently,9,0,3,Low,Exceptional,Single,2
No,Sales,Associate,41851.15728460112,48,Frequently,2,2,2,Very High,Meets Expectations,Married,10
Yes,Marketing,Associate,41859.536520881215,54,Frequently,4,1,7,Very High,Meets Expectations,Divorced,8
No,IT and Analytics,Director,113696.34392248513,50,Rarely,5,0,3,High,Exceptional,Married,5
No,Marketing,Manager,60609.646692878654,47,Rarely,6,1,2,Very High,Meets Expectations,Single,8
Yes,Sales,Manager,76131.94211599411,60,Rarely,2,2,6,Medium,Meets Expectations,Single,9
No,Sales,Director,119274.35301660348,48,Frequently,3,0,3,High,Exceeds Expectations,Single,1
No,IT and Analytics,Senior Manager,86620.40126782317,52,Rarely,7,1,2,Low,Exceeds Expectations,Divorced,15
No,IT and Analytics,Manager,64631.71954700111,48,Rarely,5,1,3,Very High,Meets Expectations,Married,2
No,Product Development,Senior Manager,89692.72442406282,50,None,11,1,3,Medium,Meets Expectations,Single,2
No,Marketing,Associate,41371.61290612019,51,Rarely,5,0,2,Very High,Exceeds Expectations,Single,11
Yes,IT and Analytics,Senior Manager,92861.29234848512,62,Rarely,0,0,6,Low,Minimally Effective,Single,16
No,Marketing,Manager,65808.95332046022,47,Frequently,6,0,2,Medium,Meets Expectations,Married,2
Yes,IT and Analytics,Manager,67643.45922147771,53,Rarely,1,0,4,High,Exceeds Expectations,Married,16
No,Marketing,Manager,83971.69885426937,51,Rarely,1,0,1,Low,Meets Expectations,Divorced,4
No,Marketing,Senior Manager,86151.1675800134,48,Rarely,7,1,4,High,Exceptional,Married,16
No,Sales,Senior Manager,93282.41027684826,41,None,7,0,3,Medium,Exceeds Expectations,Single,5
No,Research,Director,128786.90434805429,49,Rarely,1,1,1,Very High,Exceptional,Married,18
Yes,Sales,Manager,69735.18746589699,60,Frequently,1,0,4,High,Exceeds Expectations,Married,17
No,Marketing,Manager,65910.51487664945,49,Rarely,5,0,1,Medium,Meets Expectations,Divorced,12
No,Sales,Director,123628.15996130843,45,Rarely,1,0,2,Low,Meets Expectations,Married,2
No,Marketing,Director,118217.00187495022,50,None,9,1,2,Medium,Not Effective,Divorced,4
No,Marketing,Senior Manager,74971.231444707,47,Rarely,5,0,2,Low,Meets Expectations,Divorced,9
No,IT and Analytics,Manager,84269.55656342732,52,None,15,0,7,High,Exceeds Expectations,Divorced,10
No,IT and Analytics,Director,123378.67172625623,42,None,3,0,1,High,Meets Expectations,Married,1
No,Research,Director,121072.92649817874,52,Rarely,9,1,3,Very High,Meets Expectations,Single,2
No,Research,Senior Manager,85061.36086545237,55,Rarely,2,2,3,Very High,Meets Expectations,Single,3
Yes,IT and Analytics,Manager,70344.20024853884,60,Rarely,1,1,6,Medium,Minimally Effective,Single,7
No,Product Development,Director,118501.1790584513,46,Rarely,5,0,7,High,Meets Expectations,Married,6
Yes,Marketing,Associate,34997.65832940637,60,Rarely,1,0,6,Low,Exceeds Expectations,Married,8
No,IT and Analytics,Director,123392.07526214959,48,Rarely,12,5,3,Very High,Meets Expectations,Married,29
No,Marketing,Manager,62361.248164892444,48,Rarely,2,2,3,High,Exceptional,Married,3
No,Research,Senior Manager,80137.32196260482,48,Rarely,5,0,2,Medium,Exceeds Expectations,Married,9
No,IT and Analytics,Director,116077.54897854048,50,Rarely,2,2,1,Very High,Not Effective,Divorced,2
No,Marketing,Director,128069.75896991318,46,Rarely,12,5,2,Low,Exceptional,Married,10
Yes,IT and Analytics,Vice President,211621.02761542654,60,Frequently,5,2,6,Medium,Meets Expectations,Divorced,1
No,IT and Analytics,Manager,67835.07343353586,51,Rarely,10,4,3,Medium,Minimally Effective,Divorced,8
Yes,Sales,Senior Manager,71271.11868455692,57,Rarely,10,7,4,Very High,Minimally Effective,Single,27
No,Marketing,Director,119938.14827811661,52,Rarely,10,7,3,Low,Exceptional,Married,8
No,Research,Associate,45338.28833074107,48,Rarely,5,0,6,Very High,Meets Expectations,Married,1
No,Research,Senior Manager,83436.30639841201,49,Rarely,4,2,3,High,Exceeds Expectations,Single,10
No,Marketing,Senior Manager,82643.6901061758,45,None,2,2,2,Medium,Exceeds Expectations,Single,26
No,Product Development,Vice President,172742.44444953764,49,Rarely,4,0,2,Low,Exceeds Expectations,Married,2
No,Sales,Manager,67188.26002415737,44,Rarely,0,0,3,Low,Meets Expectations,Married,13
No,IT and Analytics,Manager,66318.01200463584,51,None,7,1,5,Very High,Meets Expectations,Divorced,2
No,Research,Senior Manager,91035.07531456066,45,None,11,3,2,Medium,Exceeds Expectations,Divorced,2
Yes,Finance and Operations,Manager,74466.07639673156,55,Frequently,7,0,6,Low,Meets Expectations,Married,9
Yes,Sales,Manager,66114.83881886043,54,Rarely,10,0,4,Low,Minimally Effective,Single,10
No,Research,Director,134434.6926068408,45,Frequently,2,2,1,Very High,Exceeds Expectations,Divorced,20
No,Finance and Operations,Director,129969.47692873802,45,None,3,1,2,High,Exceeds Expectations,Single,9
No,IT and Analytics,Vice President,181300.32763895506,51,Rarely,3,1,3,Medium,Exceeds Expectations,Single,5
No,Research,Director,118821.64357680816,45,Rarely,22,13,2,High,Exceeds Expectations,Divorced,4
No,Finance and Operations,Manager,72349.25619038263,50,Rarely,7,0,2,High,Minimally Effective,Single,10
Yes,Product Development,Director,115834.30564389603,61,Rarely,5,1,5,Medium,Meets Expectations,Married,20
Yes,Sales,Manager,67453.2077674598,58,Rarely,9,3,5,Medium,Meets Expectations,Married,21
No,IT and Analytics,Associate,47033.052244892635,46,Rarely,5,0,3,Very High,Exceptional,Divorced,1
No,Product Development,Director,122376.3148461626,51,Rarely,10,4,2,High,Exceeds Expectations,Married,8
No,IT and Analytics,Senior Manager,85369.49774575753,43,None,16,14,2,Medium,Meets Expectations,Divorced,2
No,Research,Senior Manager,105000.265408491,47,Rarely,5,0,2,High,Meets Expectations,Married,23
No,Marketing,Senior Manager,90552.33843012433,49,Rarely,22,14,6,Medium,Exceeds Expectations,Divorced,4
No,Marketing,Vice President,177124.45637258238,47,Rarely,7,7,6,Low,Meets Expectations,Divorced,12
No,Sales,Senior Manager,76871.88570498848,46,Rarely,7,1,3,Very High,Exceptional,Married,7
No,IT and Analytics,Director,115535.60899584358,50,Frequently,3,2,3,Low,Exceeds Expectations,Married,7
No,IT and Analytics,Director,118983.20447489312,47,Rarely,3,1,3,Low,Exceeds Expectations,Married,1
No,IT and Analytics,Vice President,164815.5283136979,48,Rarely,4,0,3,Very High,Exceeds Expectations,Married,2
No,Sales,Vice President,183795.28119027356,45,Rarely,5,1,2,Very High,Meets Expectations,Single,10
No,IT and Analytics,Senior Manager,100656.59626768636,47,Frequently,2,2,2,High,Minimally Effective,Married,15
No,Marketing,Senior Manager,88771.26469137282,47,None,0,0,3,High,Exceeds Expectations,Single,14
Yes,Finance and Operations,Senior Manager,83630.04590865126,64,Rarely,1,0,6,Low,Meets Expectations,Married,18
Yes,Product Development,Associate,46370.14248256432,61,Rarely,2,2,3,Low,Meets Expectations,Divorced,13
No,Marketing,Senior Manager,97621.913126694315,51,None,8,5,3,High,Exceeds Expectations,Married,2
No,IT and Analytics,Manager,70405.95893971006,49,Rarely,1,0,3,Medium,Meets Expectations,Married,2
No,Research,Senior Manager,85001.34649121783,48,Frequently,7,7,2,Very High,Exceeds Expectations,Married,2
No,Research,Director,121156.53141494116,42,Frequently,5,0,3,Very High,Exceeds Expectations,Single,5
No,Research,Senior Manager,81140.23108615397,46,Frequently,11,3,2,Very High,Meets Expectations,Married,20
No,Research,Director,125356.65593600545,49,Frequently,0,0,3,Very High,Meets Expectations,Single,10
No,IT and Analytics,Senior Manager,98371.27509938818,49,None,6,3,4,High,Exceptional,Married,10
No,Research,Associate,47715.18198234601,49,Rarely,2,2,2,High,Meets Expectations,Single,9
No,IT and Analytics,Manager,75936.31222498901,48,Rarely,9,4,1,Very High,Exceeds Expectations,Divorced,2
No,IT and Analytics,Senior Manager,88891.98286132548,46,None,3,2,1,Very High,Exceeds Expectations,Divorced,1
No,IT and Analytics,Senior Manager,75284.65432021138,45,Rarely,7,1,4,High,Exceptional,Divorced,29
No,IT and Analytics,Director,118325.15753282956,49,Rarely,0,0,7,High,Exceptional,Single,8
Yes,IT and Analytics,Manager,75142.16704254909,59,Rarely,2,2,3,Medium,Minimally Effective,Single,2
No,Product Development,Associate,43956.84839749823,48,Rarely,19,2,5,Low,Meets Expectations,Divorced,3
No,Sales,Vice President,177405.77468648757,44,Rarely,9,5,3,High,Exceeds Expectations,Married,23
No,Research,Director,115746.46955803192,43,Rarely,1,0,1,Medium,Exceeds Expectations,Married,6
No,Sales,Director,116043.99321709113,48,Rarely,16,6,1,High,Exceeds Expectations,Married,6
No,Sales,Manager,77438.50852519335,46,Rarely,22,12,1,Medium,Meets Expectations,Married,10
Yes,Sales,Manager,73598.53305791527,56,Frequently,1,1,6,Very High,Meets Expectations,Single,24
Yes,Product Development,Associate,47953.883200537544,58,Rarely,8,0,4,Medium,Minimally Effective,Married,10
No,Sales,Director,121005.06123831608,52,Frequently,7,7,2,Low,Meets Expectations,Married,15
No,Research,Manager,68726.29379048031,52,Rarely,2,2,2,Very High,Meets Expectations,Divorced,19
No,Finance and Operations,Senior Manager,100409.87345927436,52,Rarely,5,0,3,Very High,Meets Expectations,Married,2
No,Marketing,Manager,68127.00857262904,49,Rarely,1,0,2,Medium,Meets Expectations,Married,3
Yes,Sales,Manager,68282.38310028004,56,Rarely,1,0,3,Very High,Minimally Effective,Single,9
Yes,Finance and Operations,Manager,71226.03010350146,60,Rarely,1,0,1,Medium,Meets Expectations,Single,7
No,Marketing,Vice President,195197.70144693513,43,Rarely,10,1,3,High,Exceptional,Married,10
No,Finance and Operations,Senior Manager,89013.33941547526,47,Rarely,10,0,3,High,Exceeds Expectations,Divorced,20
No,Research,Vice President,187762.94824801685,46,Rarely,5,1,1,Very High,Exceeds Expectations,Married,4
No,IT and Analytics,Associate,40663.8432556031,49,Rarely,3,1,6,Low,Meets Expectations,Single,7
No,Research,Senior Manager,87500.77155973784,51,Rarely,5,0,3,Low,Meets Expectations,Married,7
No,Sales,Manager,84337.54855688666,50,Rarely,3,0,3,Medium,Meets Expectations,Married,16
No,Marketing,Senior Manager,79410.40544416492,50,Rarely,9,3,3,Very High,Meets Expectations,Married,25
No,IT and Analytics,Director,116098.6939296996,44,Frequently,10,0,2,Very High,Exceeds Expectations,Single,2
No,Research,Senior Manager,94819.36705867776,49,Rarely,19,11,3,Low,Exceptional,Divorced,1
No,Marketing,Director,116782.33031075992,49,Rarely,1,1,4,High,Meets Expectations,Married,1
No,IT and Analytics,Manager,74479.8313283431,51,Rarely,8,0,3,High,Exceptional,Single,2
No,Product Development,Associate,43943.56265652376,50,Frequently,22,4,5,Very High,Meets Expectations,Divorced,22
No,IT and Analytics,Associate,44476.60079223861,48,Rarely,2,2,2,Low,Minimally Effective,Married,1
Yes,Marketing,Associate,43833.018752725526,58,None,5,3,5,Low,Meets Expectations,Married,16
Yes,Research,Associate,41178.97685728288,58,Rarely,4,1,7,Very High,Minimally Effective,Single,24
No,Marketing,Manager,71748.17898929253,46,Rarely,4,1,6,Medium,Exceeds Expectations,Married,17
No,Marketing,Vice President,183343.8624952909,45,Rarely,5,1,2,Medium,Exceptional,Married,8
No,IT and Analytics,Director,125173.8566877681,49,Rarely,13,5,3,Low,Meets Expectations,Married,6
No,IT and Analytics,Director,119604.92544508129,49,Rarely,5,1,6,Very High,Exceptional,Divorced,10
No,Marketing,Senior Manager,84903.77586932977,51,Rarely,4,0,1,Very High,Meets Expectations,Married,3
No,Research,Director,125173.73986460954,46,Rarely,2,2,3,High,Meets Expectations,Divorced,4
No,IT and Analytics,Senior Manager,83441.07064425234,49,Frequently,7,7,1,Very High,Exceptional,Married,6
No,Sales,Director,122459.71983853994,47,Frequently,4,0,6,High,Minimally Effective,Single,1
No,Marketing,Director,129608.68671610764,55,Rarely,10,0,5,High,Meets Expectations,Single,10
No,IT and Analytics,Director,123243.16539443645,48,Frequently,7,0,3,Very High,Meets Expectations,Married,1
Yes,Sales,Associate,40356.86227392993,61,Frequently,1,0,4,Low,Minimally Effective,Single,24
No,Research,Director,119616.60460077603,49,None,3,1,6,High,Meets Expectations,Married,21
No,Sales,Senior Manager,83651.36996403775,50,Rarely,5,1,2,Medium,Meets Expectations,Married,2
No,IT and Analytics,Senior Manager,90379.97271074243,45,Frequently,15,6,3,Very High,Exceeds Expectations,Married,22
Yes,Product Development,Director,122852.48838638836,62,Rarely,2,2,4,High,Minimally Effective,Single,13
No,Product Development,Senior Manager,73545.07745185075,46,None,8,1,3,Medium,Exceeds Expectations,Married,14
No,Research,Senior Manager,81048.99879581307,51,Rarely,0,0,6,Low,Exceeds Expectations,Married,11
No,Marketing,Manager,72783.72176253966,47,Rarely,10,7,3,Low,Exceeds Expectations,Married,9
No,Research,Director,122962.20488394517,48,Frequently,20,0,3,Medium,Meets Expectations,Divorced,8
No,IT and Analytics,Senior Manager,83270.10116222907,50,Rarely,1,0,3,Very High,Exceptional,Married,21
Yes,Product Development,Vice President,192306.16536010723,55,Frequently,4,0,1,High,Meets Expectations,Single,5
No,Research,Manager,76814.66046134167,44,Rarely,5,0,5,Very High,Meets Expectations,Divorced,9
No,IT and Analytics,Senior Manager,102657.63433699575,46,Frequently,5,4,3,Very High,Meets Expectations,Married,2
No,Research,Senior Manager,101440.95940918056,49,Rarely,0,0,2,Very High,Exceptional,Divorced,12
Yes,Sales,Associate,42588.933232110954,56,Frequently,1,0,5,Medium,Exceeds Expectations,Married,22
No,Marketing,Senior Manager,91135.04214774,53,Rarely,5,0,1,Low,Exceptional,Married,18
No,Sales,Senior Manager,84408.63552233923,47,None,5,1,2,High,Meets Expectations,Single,16
No,IT and Analytics,Manager,61870.18774319879,44,None,4,2,2,Low,Meets Expectations,Divorced,3
No,Product Development,Director,128658.29025113794,43,None,5,0,3,Medium,Exceeds Expectations,Married,9
